word,simple_avg,colour,shade
lot,0.05183645337820053,blue,17.005551281920923
'm,0.025942057371139526,blue,8.510593573305195
money,-0.015560835599899292,red,4.91701990369653
put,0.09674964845180511,blue,31.739847173782625
games,0.06996756047010422,blue,22.95367179085671
support,-0.003456943668425083,red,1.0923488468520186
program,-0.019570911303162575,red,6.1841512169020385
half,0.02874467521905899,blue,9.430024946989114
report,-0.06494856625795364,red,20.522894863626586
family,-0.011908605694770813,red,3.7629631680474085
months,-0.04980612173676491,red,15.738081051842126
number,-0.04416462033987045,red,13.955440622465613
officials,-0.03698768466711044,red,11.68762310560045
am,-0.022562071681022644,red,7.129318654644365
former,0.05452835559844971,blue,17.88866110655286
own,0.09354356676340103,blue,30.688054795774143
man,0.17882788181304932,blue,58.66656602876314
Saturday,0.04266458749771118,blue,13.996614029914486
better,0.1037428006529808,blue,34.0340320693369
days,0.01742178574204445,blue,5.71541939216792
came,0.04669247195124626,blue,15.31800836089795
lead,0.056718870997428894,blue,18.607285154370985
life,0.03337007761001587,blue,10.9474419852469
American,0.04894538223743439,blue,16.057101776989015
show,-0.013707578182220459,red,4.33141487298346
past,0.04006585478782654,blue,13.14406954652717
took,0.08214002102613449,blue,26.946989016911076
added,-0.009852640330791473,red,3.1133050856715156
expected,-0.004397321492433548,red,1.3894959022244422
called,0.05179354548454285,blue,16.99147484847608
great,0.06574054062366486,blue,21.566948778696467
State,0.0003668293356895447,blue,0.12034262904269107
services,-0.01012914627790451,red,3.2006773374196196
children,-0.06175348162651062,red,19.513290037077173
hit,0.0559648796916008,blue,18.35992953912794
area,0.036034051328897476,blue,11.821389540254248
system,0.010163933038711548,blue,3.3343964189592423
big,0.1135738417506218,blue,37.25921941618023
service,-0.014619335532188416,red,4.619518234037096
few,0.0169192086905241,blue,5.550543146480554
members,-0.019167594611644745,red,6.0567084335788195
Sunday,0.034638017416000366,blue,11.363404382128898
early,-0.003152318298816681,red,0.9960912264999908
point,0.02651810273528099,blue,8.699571953233097
start,0.10416169464588165,blue,34.171455114582514
companies,-0.026722412556409836,red,8.443931790880665
little,0.027222923934459686,blue,8.930796743242725
&,-0.022404754534363747,red,7.079608500176854
case,-0.021173246204853058,red,6.6904680244679975
local,0.051495350897312164,blue,16.893648646746097
according,-0.007086789235472679,red,2.2393324253324156
5,0.009067323058843613,blue,2.9746407637478285
sales,-0.0273362435400486,red,8.63789432873287
went,0.090695321559906,blue,29.753654837541482
players,0.08595861494541168,blue,28.199723154513336
won,0.009402621537446976,blue,3.0846393284844638
financial,-0.004980333149433136,red,1.5737199371838901
news,-0.007207098416984081,red,2.277348548328589
share,0.002488482743501663,blue,0.8163756999353153
several,0.005006382241845131,blue,1.6424019083527635
free,-0.007488480303436518,red,2.366261532939471
industry,0.008230090141296387,blue,2.6999767698518045
'll,0.04773474484682083,blue,15.659938103778536
call,-0.019202031195163727,red,6.067589942190043
students,0.010769180953502655,blue,3.5329550351932832
line,-0.01809820532798767,red,5.718795449485881
available,-0.019100964069366455,red,6.035654056358963
County,0.008281566202640533,blue,2.7168640903363364
making,0.02681051567196846,blue,8.795501417273687
held,0.02242358960211277,blue,7.35631930914165
final,0.0399344339966774,blue,13.100955427837539
power,0.00769960880279541,blue,2.5259461983510505
plan,0.02458944171667099,blue,8.066852279722271
might,0.06920044124126434,blue,22.70200940781894
least,-0.013802513480186462,red,4.361413181664597
look,0.041078224778175354,blue,13.47618929363924
forward,0.027615923434495926,blue,9.059724799004467
give,0.023086626082658768,blue,7.573836136333595
later,0.025958888232707977,blue,8.516115133150985
full,-0.01730920746922493,red,5.469482477145536
must,-0.019524164497852325,red,6.169379839705161
things,0.03186691552400589,blue,10.454312184251837
major,0.03780417889356613,blue,12.402100470782026
community,0.006077997386455536,blue,1.9939577172194842
announced,-0.025999851524829865,red,8.21561198433138
open,-0.03759630769491196,red,11.879939997732352
record,0.05288929119706154,blue,17.350946970733926
reported,-0.05769885331392288,red,18.232080683820183
court,-0.015527181327342987,red,4.90638559508621
working,-0.0042166030034422874,red,1.332391230587031
able,-0.02159186080098152,red,6.822744744951752
something,0.015506759285926819,blue,5.0871726954245995
president,-0.029326925054192543,red,9.26692357103332
meeting,0.014654066413640976,blue,4.807436883609136
keep,0.019215818494558334,blue,6.30397269753643
March,-0.0874439924955368,red,27.631154432479647
future,0.10227851569652557,blue,33.55365636275323
far,0.0759764164686203,blue,24.924946871790702
deal,0.06028181314468384,blue,19.776149755457716
City,0.002744711935520172,blue,0.900434665794819
May,-0.08377683907747269,red,26.472382062527565
development,-0.020166728645563126,red,6.372421680447713
University,0.039259977638721466,blue,12.879692177071608
find,0.009792510420084,blue,3.2125469100383177
times,0.0434199683368206,blue,14.24442549770788
office,-0.044802065938711166,red,14.156865068916535
led,0.06819324940443039,blue,22.37158841417868
June,-0.07905284315347672,red,24.979661325639903
increase,-0.04588741809129715,red,14.49982211017078
China,-0.012866538017988205,red,4.065657214868689
John,0.09907221049070358,blue,32.50179065725676
cost,0.022002074867486954,blue,7.218036499099342
security,0.06321153044700623,blue,20.737277583063424
job,0.050029199570417404,blue,16.41266065563769
less,0.045016635209321976,blue,14.768230631179552
head,0.009261764585971832,blue,3.0384295676767743
growth,-0.05540027469396591,red,17.505759995449637
lost,0.008460961282253265,blue,2.775716732198628
pay,-0.012918700464069843,red,4.082139863500397
looking,0.041779205203056335,blue,13.706154072980208
provide,-0.006292629987001419,red,1.9883885215575354
plans,0.0033737346529960632,blue,1.1067928825015976
products,-0.03367568925023079,red,10.64107600463022
car,0.017960667610168457,blue,5.892205855092369
recent,0.020223194733262062,blue,6.634454186354283
hard,0.020930297672748566,blue,6.866427527803828
include,0.1092509776353836,blue,35.84105357716907
women,-0.15897563099861145,red,50.23421376085655
tax,0.0009239614009857178,blue,0.3031162813616778
water,0.0059223473072052,blue,1.9428948988315313
April,-0.07696623355150223,red,24.320320066085742
continue,0.021376587450504303,blue,7.012838078827636
important,0.026035606861114502,blue,8.541283571279402
different,0.03190223500132561,blue,10.465899149479355
close,0.00675636250525713,blue,2.216503282431672
7,0.01706084981560707,blue,5.597010164558616
One,0.011671848595142365,blue,3.829085651198934
late,-0.01623854786157608,red,5.131168087336843
decision,-0.0007465686649084091,red,0.23590590371988443
current,0.02599215693771839,blue,8.527029318676178
law,-0.03336675465106964,red,10.543456724273213
played,0.09692739695310593,blue,31.798159636483376
move,0.025556184351444244,blue,8.384003442285596
enough,0.029800500720739365,blue,9.776400779891608
become,0.04242607578635216,blue,13.91836748960314
side,0.07181380689144135,blue,23.559354397420122
national,0.08996925503015518,blue,29.515460269798226
Inc.,-0.01979791559278965,red,6.2558815943072235
results,-0.0004881918430328369,red,0.1542622177070161
level,-0.0203838050365448,red,6.441014972127141
loss,0.006487442180514336,blue,2.1282808429102293
economic,0.02678912878036499,blue,8.788485198797664
coach,0.046055421233177185,blue,15.109016465247462
near,0.017223261296749115,blue,5.650291139458323
getting,0.01913025602698326,blue,6.275902935133135
price,-0.004672112409025431,red,1.4763262268277073
Department,-0.03409689664840698,red,10.774172016545544
event,-0.021408334374427795,red,6.7647528018825245
fourth,0.007126428186893463,blue,2.3379076323942463
change,-0.0350860171020031,red,11.086721103402866
All,0.013904497027397156,blue,4.561531930503531
small,-0.03874044120311737,red,12.24147117619738
board,-0.04079046472907066,red,12.889251715709262
National,-0.014655027538537979,red,4.6307964397926265
goal,0.04076039046049118,blue,13.371920049964373
taken,0.09954892098903656,blue,32.658181079396265
field,0.11041915416717529,blue,36.224287471910685
prices,-0.013545965775847435,red,4.2803474727966995
weeks,0.000535289291292429,blue,0.17560787632057917
men,0.1151742935180664,blue,37.78426622844856
asked,0.019940592348575592,blue,6.541743187974136
data,-0.06469254940748215,red,20.441996897616445
shot,0.11090464144945145,blue,36.38355722007867
New,-0.05905278027057648,red,18.659903839670505
started,0.06165743246674538,blue,20.22743766967981
July,-0.06330786645412445,red,20.00445525030201
director,-0.05817541852593422,red,18.38266903865662
President,-0.0009544752538204193,red,0.3016016582458575
party,-0.05585773289203644,red,17.65031078454971
federal,-0.02682780846953392,red,8.477235516716746
done,0.04783308133482933,blue,15.69219853212057
political,0.014895915985107422,blue,4.886778447741161
minutes,0.02679547667503357,blue,8.790567699456634
taking,0.08727242052555084,blue,28.63073235193127
Company,-0.028638698160648346,red,9.04945290166657
technology,-0.06223214417695999,red,19.66454112334461
project,-0.044481061398983,red,14.055431845688437
center,0.01780083402991295,blue,5.839770590554168
leading,0.050623245537281036,blue,16.607544342598537
issue,-0.0324961394071579,red,10.268353728981408
though,0.007429309189319611,blue,2.4372712671224575
having,0.013025030493736267,blue,4.273012707751439
period,-0.010523814707994461,red,3.325387383589988
likely,0.035862479358911514,blue,11.765103360471674
scored,0.007926002144813538,blue,2.6002171666884366
strong,0.008383192121982574,blue,2.7502036548766493
series,0.07428251951932907,blue,24.36924428104256
military,-0.006388440728187561,red,2.018663458811112
seen,0.04204200580716133,blue,13.792368866986674
trying,0.029653407633304596,blue,9.728145182168944
coming,0.035799432545900345,blue,11.744420120358761
process,-0.0955946296453476,red,30.206648841898602
building,-0.007097840309143066,red,2.242824419630901
behind,0.10972967743873596,blue,35.998096613951695
performance,0.06569559872150421,blue,21.5522050651109
management,-0.0038244258612394333,red,1.2084683987052558
Iraq,0.006564535200595856,blue,2.1535721045810323
saying,-0.01178896427154541,red,3.7251580479091495
earlier,0.016273777931928635,blue,5.338802081092772
believe,0.010586649179458618,blue,3.4730733642495055
oil,-0.03670768439769745,red,11.599146693848308
given,0.00761076994240284,blue,2.4968015771862735
Police,0.06783604621887207,blue,22.25440375561884
customers,-0.04229770600795746,red,13.365520186022472
due,0.0007621962577104568,blue,0.25004734511474674
following,0.04358874261379242,blue,14.299793861765759
term,0.05700911581516266,blue,18.702503341778055
others,-0.009582430124282837,red,3.0279222053592583
statement,-0.03691741079092026,red,11.665417482662098
international,0.019597213715314865,blue,6.4290938345465936
economy,0.04212413728237152,blue,13.819313052449294
health,0.02364411950111389,blue,7.756728334758167
thing,0.0409248024225235,blue,13.425857305881609
return,0.036438897252082825,blue,11.95420395287956
killed,0.013173200190067291,blue,4.321621499541263
Washington,-0.019308552145957947,red,6.101249165170283
further,0.029181942343711853,blue,9.57347551174765
doing,0.03266733139753342,blue,10.716897918750796
face,0.06081635504961014,blue,19.95151244299032
low,-0.014696860685944557,red,4.644015165555255
higher,0.023050807416439056,blue,7.562085406382894
site,-0.01729789562523365,red,5.46590808284675
hours,0.010124549269676208,blue,3.3214761155750714
America,0.03812333196401596,blue,12.506802346636048
control,-0.010139640420675278,red,3.2039933488603185
received,-0.046860471367836,red,14.807294179866675
rate,-0.06747505068778992,red,21.321230797974785
career,0.06382880359888077,blue,20.939781218151428
Bush,0.044584691524505615,blue,14.626526482760024
teams,0.061465825885534286,blue,20.16457890272356
known,0.05254597216844559,blue,17.23831717130318
offer,0.011789228767156601,blue,3.867593581517875
race,0.03782966732978821,blue,12.410462248662704
experience,-0.009172923862934113,red,2.8985235991717437
playing,0.08152861148118973,blue,26.74640900625806
name,0.046698905527591705,blue,15.320118970427318
possible,-0.011465820483863354,red,3.623048850392865
countries,0.01733434945344925,blue,5.6867349009902926
Mr.,-0.01624828204512596,red,5.134243961633807
average,-0.01059306412935257,red,3.347269292241442
using,0.03565730154514313,blue,11.697792392869518
cut,0.035078950226306915,blue,11.508057517690501
total,-0.027779124677181244,red,8.777838957816096
round,-0.011040430516004562,red,3.4886312013298513
young,0.0648682713508606,blue,21.280790701057715
shares,-0.05545928701758385,red,17.524407115517832
member,-0.05931004136800766,red,18.741194971396368
campaign,0.0013776123523712158,blue,0.4519417509900188
media,0.027134161442518234,blue,8.901677175636346
needs,0.020208902657032013,blue,6.629765504559601
house,-0.02771853655576706,red,8.758693906317509
issues,0.014504708349704742,blue,4.758438234008155
costs,-0.02548833377659321,red,8.05397908659741
fire,0.05232478305697441,blue,17.165753511311205
victory,0.02304661273956299,blue,7.560709293858246
player,0.06539344787597656,blue,21.45308096684346
began,0.034588176757097244,blue,11.347053574431506
sure,0.012034401297569275,blue,3.94802528097138
story,-0.03080756962299347,red,9.734787829887225
North,0.0019384883344173431,blue,0.6359436387328697
staff,-0.07555694133043289,red,23.87500221302858
order,0.0039766691625118256,blue,1.3045925592349226
war,0.018974795937538147,blue,6.224902445109976
large,-0.00625673308968544,red,1.977045572944624
interest,-0.010724004358053207,red,3.388644686678472
stock,-0.03160777688026428,red,9.987642825097664
food,0.03482644259929657,blue,11.425219454506061
research,-0.04501727595925331,red,14.224868612022377
key,0.04950682818889618,blue,16.241290649826244
India,-0.01297486200928688,red,4.099886174993869
South,0.019733406603336334,blue,6.473773495104853
morning,0.021634235978126526,blue,7.097362674235888
conference,-0.013811579905450344,red,4.364278053103646
senior,-0.0450095608830452,red,14.222430749156317
global,0.055977560579776764,blue,18.364089651946678
Center,-0.004538416862487793,red,1.434080188101779
death,0.044211626052856445,blue,14.50413801680236
person,-0.028554439544677734,red,9.022828284426343
thought,0.03218412399291992,blue,10.558376110960328
gave,0.01121288351714611,blue,3.6785168205435856
feel,0.01564037799835205,blue,5.131007867746151
energy,0.031732358038425446,blue,10.410169036480719
history,0.044497475028038025,blue,14.597914096945589
largest,-0.022558800876140594,red,7.128285123212014
No.,0.03132493793964386,blue,10.2765101356187
general,0.0322999432682991,blue,10.596371970988127
official,-0.010897073894739151,red,3.4433323897356156
released,0.040753718465566635,blue,13.369731224447815
wanted,0.007136255502700806,blue,2.3411315976162896
meet,0.04090622812509537,blue,13.419763791629483
short,0.05589945986866951,blue,18.33846780551751
outside,0.05291684716939926,blue,17.359987027878525
running,0.05678495392203331,blue,18.628964426195786
live,0.03045666217803955,blue,9.991662175765402
ball,0.01296493411064148,blue,4.25329739048002
real,0.09560937434434891,blue,31.365766993792
position,0.011650294065475464,blue,3.822014437106916
fact,-0.03526296466588974,red,11.142634212178777
fell,0.02862144634127617,blue,9.389598280734386
December,-0.09392399340867996,red,29.678749708539424
front,0.03833839297294617,blue,12.577355611332244
action,0.09010942280292511,blue,29.56144393751794
defense,0.08237224072217941,blue,27.02317138843545
problem,0.03961814194917679,blue,12.997192143829814
problems,0.019576888531446457,blue,6.42242592163853
Mr,0.005636498332023621,blue,1.849118818688302
nation,0.08070819824934006,blue,26.477262905833427
needed,0.031806234270334244,blue,10.434404993386838
special,-0.01610502228140831,red,5.088975755753968
January,-0.09153910726308823,red,28.92515697435486
almost,-0.005563624203205109,red,1.7580322578579464
chance,0.020140759646892548,blue,6.607410397720473
'd,0.043488726019859314,blue,14.266982255138986
result,0.00301316287368536,blue,0.9885031175914794
West,0.01896490901708603,blue,6.221658925891134
September,-0.07038942724466324,red,22.24213555562838
reports,-0.03353511914610863,red,10.596657695896349
leader,0.029552455991506577,blue,9.695026822217407
investment,0.007165938150137663,blue,2.3508693352560126
yesterday,0.06106925010681152,blue,20.034477607153946
leaders,0.024914629757404327,blue,8.173533997752072
production,0.006535332649946213,blue,2.1439918682748917
comes,0.04036618769168854,blue,13.242597247892274
runs,0.01461737509816885,blue,4.795399870924067
match,0.0540810264647007,blue,17.741909582709887
role,0.028067536652088165,blue,9.207881766367281
kind,0.05517089366912842,blue,18.099453192033547
try,0.05154109746217728,blue,16.908656339288438
ended,0.034371402114629745,blue,11.275938132327372
risk,-0.0050844550132751465,red,1.6066210801613572
areas,0.015931900590658188,blue,5.226645243959575
election,0.004860471934080124,blue,1.5945343352540573
workers,-0.06314902007579803,red,19.95426187868987
visit,-0.026487700641155243,red,8.369765904895143
bring,0.01942368596792221,blue,6.37216603924409
road,0.08144496381282806,blue,26.7189674160019
music,0.0023753494024276733,blue,0.77926099188822
study,-0.01274106651544571,red,4.026009866152265
makes,0.036566413938999176,blue,11.996037284778934
release,0.047185275703668594,blue,15.479678362172871
woman,-0.21086126565933228,red,66.62939361510179
vote,0.019269347190856934,blue,6.3215334087856885
care,-0.02984970062971115,red,9.432113794494587
town,-0.0044317543506622314,red,1.4003762336928045
clear,-0.007613698486238718,red,2.405828835941317
comment,-0.007140051573514938,red,2.256162625393966
budget,0.012830294668674469,blue,4.209127355963304
potential,0.030454251915216446,blue,9.99087146101989
single,-0.04336363077163696,red,13.702338427254265
markets,0.024224217981100082,blue,7.947036386468322
policy,-0.01416739821434021,red,4.476711970657689
capital,-0.03978875279426575,red,12.572723885980247
saw,0.052088405936956406,blue,17.08820724851018
access,-0.013774286955595016,red,4.3524939702034064
weekend,0.09235163778066635,blue,30.297028633308592
operations,0.006620682775974274,blue,2.171991969564595
net,0.029162663966417313,blue,9.56715101590835
House,-0.022708460688591003,red,7.175575660527819
hand,0.04215741157531738,blue,13.830229071161687
increased,-0.01672344096004963,red,5.284387945040047
charges,-0.002756316214799881,red,0.8709597631852244
winning,-0.017309017479419708,red,5.469422442859602
trade,0.07750505954027176,blue,25.426436006416843
income,-0.030015353113412857,red,9.484457806114587
value,-0.018806613981723785,red,5.942643290304524
involved,0.02886631153523922,blue,9.4699291548919
Bank,-0.04667747765779495,red,14.749470568226636
November,-0.06975000351667404,red,22.040086046318027
bill,-0.027125567197799683,red,8.571323368489411
compared,0.03774963319301605,blue,12.384206119462405
anything,0.05703648924827576,blue,18.71148351480746
manager,-0.010737044736742973,red,3.39276527526497
Texas,0.004149165004491806,blue,1.3611818259678643
property,-0.02711266279220581,red,8.567245745617356
stop,0.032976411283016205,blue,10.818295169145983
annual,-0.013854742050170898,red,4.377916724582096
private,-0.024944771081209183,red,7.882220405969263
contract,0.05137652903795242,blue,16.85466775412961
died,-0.021937713027000427,red,6.932029511065709
hope,-0.02446233481168747,red,7.729776873983184
product,-0.0031065791845321655,red,0.9816382664471343
fans,0.08389373123645782,blue,27.52231404344585
lower,-0.008774906396865845,red,2.772755301568934
demand,-0.020693600177764893,red,6.5389061724851425
News,-0.025213036686182022,red,7.966988817707844
David,0.0757955014705658,blue,24.865595603010064
club,0.09644661843776703,blue,31.64043465406242
comments,0.03112185373902321,blue,10.209886002154068
film,0.02873392403125763,blue,9.426497894816704
yards,0.05686444044113159,blue,18.6550409030505
quality,0.04482926428318024,blue,14.70676142012075
currently,0.06795305013656616,blue,22.292788251332997
events,0.0003052530810236931,blue,0.10014182269452512
addition,-0.019868768751621246,red,6.278270262960531
couple,0.02795708179473877,blue,9.17164576605129
schools,0.05564176291227341,blue,18.253927322486863
attack,0.056261252611875534,blue,18.457158121830787
region,-0.008373446762561798,red,2.645899323962146
latest,0.0237608440220356,blue,7.795021171112333
opportunity,-0.008294593542814255,red,2.6209827410138797
worked,-0.008224735036492348,red,2.598908369504579
course,0.11203677952289581,blue,36.75496827950639
bad,0.08990299701690674,blue,29.49372355810783
fall,-0.012203024700284004,red,3.855995711244784
Group,-0.008019918575882912,red,2.534189054982177
October,-0.07998663187026978,red,25.27472630957614
jobs,-0.019160624593496323,red,6.054505999285051
list,0.03434872627258301,blue,11.268499058670594
let,0.039510637521743774,blue,12.961924066355316
chief,-0.03685281425714493,red,11.645005825444594
summer,0.01521412655711174,blue,4.9911711260208165
programs,0.01315717026591301,blue,4.316362696527444
According,-0.013795539736747742,red,4.359209570227966
revenue,-0.039377473294734955,red,12.442764959790683
rose,-0.012481499463319778,red,3.9439900829951635
previous,0.012288859114050865,blue,4.031503126488548
TV,0.0246787890791893,blue,8.09616372092223
football,0.14917758107185364,blue,48.93944009867729
biggest,0.05794020742177963,blue,19.007958770006674
employees,-0.09754666686058044,red,30.823466992725823
changes,-0.0455935001373291,red,14.406947892688265
residents,-0.04252904653549194,red,13.438620757718384
means,0.05112556368112564,blue,16.772335650612312
agreement,-0.027328897267580032,red,8.635573003010096
includes,0.06983267515897751,blue,22.909421096103202
post,0.043785251677036285,blue,14.364260944958628
Canada,-0.018272921442985535,red,5.774003449687784
related,0.06621306389570236,blue,21.721965532560926
training,0.05238376185297966,blue,17.185102191142665
allowed,0.0113416388630867,blue,3.720756508938914
class,0.02341405674815178,blue,7.681253573492914
bit,0.04423759877681732,blue,14.512658670907017
video,0.043562568724155426,blue,14.291207212921908
Michael,0.098755843937397,blue,32.39800293075304
sent,0.048616960644721985,blue,15.949359254632927
education,0.003377951681613922,blue,1.1081763277750445
states,-0.03360787034034729,red,10.619646118837563
straight,0.06687258183956146,blue,21.938328062879396
love,-0.0014662742614746094,red,0.46332343026586853
beat,0.06717414408922195,blue,22.037259065428454
hold,0.03319830819964409,blue,10.891091032849932
turn,0.08362685889005661,blue,27.434763467033136
finished,0.045363184064626694,blue,14.881920012811777
network,0.011572588235139847,blue,3.796522135906535
Smith,0.07978712767362595,blue,26.175094993316446
buy,0.05120977759361267,blue,16.79996300383806
foreign,0.00557941198348999,blue,1.8303909782551735
groups,-0.024973474442958832,red,7.891290291716718
wants,-0.006353449076414108,red,2.0076065559135325
title,0.023697927594184875,blue,7.774380705367416
included,0.08004776388406754,blue,26.26059973281419
turned,0.07591816782951355,blue,24.905837728420014
bank,-0.034625254571437836,red,10.94112618858469
Florida,-0.010665062814950943,red,3.3700199323246443
efforts,-0.004862218629568815,red,1.5363972984759673
personal,0.03913557529449463,blue,12.83888054150492
businesses,-0.01159035786986351,red,3.6624010305367807
August,-0.0780239999294281,red,24.654560364450965
California,0.005554668605327606,blue,1.822273625334471
situation,0.0388064943253994,blue,12.730921703059261
district,-0.05556041747331619,red,17.556363012777556
allow,0.0035302601754665375,blue,1.1581429002175185
helped,0.05562916398048401,blue,18.24979409641372
body,0.006902426481246948,blue,2.264421268178373
nothing,0.049917347729206085,blue,16.375966358521747
